fund_symbol,fund_extended_name,fund_family,inception_date,category,investment_strategy,investment_type,size_type,currency,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_stocks,asset_bonds,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,sector_basic_materials,sector_consumer_cyclical,sector_financial_services,sector_real_estate,sector_consumer_defensive,sector_healthcare,sector_utilities,sector_communication_services,sector_energy,sector_industrials,sector_technology,credit_us_government,credit_aaa,credit_aa,credit_a,credit_bbb,credit_bb,credit_b,credit_below_b,credit_other_ratings,net_asset_value,fund_yield,top10_holdings,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_alpha_3years,category_alpha_3years,fund_alpha_5years,category_alpha_5years,fund_alpha_10years,category_alpha_10years,fund_beta_3years,category_beta_3years,fund_beta_5years,category_beta_5years,fund_beta_10years,category_beta_10years,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,Goldman Sachs,2018/10/2,Inflation-Protected Bond,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the FTSE Goldman Sachs Treasury Inflation Protected USD Bond Index (the ""index""). The fund seeks to achieve its investment objective by investing at least 80% of its assets (exclusive of collateral held from securities lending) in securities included in its underlying index. The index is designed to track the performance of inflation-protected, fixed rate U.S. Treasury Securities denominated in U.S. dollars (""USD"") that meet certain screening criteria.",,,USD,0.12,0.16,0,99.93,,,,,,,,,,,,,,,,0,100,0,0,0,0,0,0,0,40870000,1.17,"United States Treasury Notes 0.25%: 11.41, United States Treasury Notes 0.5%: 9.89, United States Treasury Bonds 0.75%: 8.83, United States Treasury Notes 0.62%: 6.90, United States Treasury Notes 0.38%: 5.53, United States Treasury Notes 0.12%: 5.24, United States Treasury Notes 0.75%: 5.04",8.33,6.25,-0.63,0.64,-0.07,0.83,9.01,5.6,,1.9,,1.6,,4.34,8.34,,,,,,,,,,,,,,,,,,,,1,0,0,-2.62,0,-2.41,0,-2.21,0,1.16,0,1.35,0,1.49,0,0.16,0,0.14,0,0.37,0,55.75,0,57.15,0,58.39,0,3.82,0,4.45,0,6.3,0,0.39,0,0.34,0,0.58,0,1.27,0,1.16,0,2.35
GULF,WisdomTree Middle East Dividend Fund,WisdomTree,2008/7/16,Miscellaneous Region,"The investment seeks to track the price and yield performance, before fees and expenses, of the WisdomTree Middle East Dividend Index. Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is a fundamentally weighted index that is comprised of companies in the Middle East region that pay regular cash dividends on shares of common stock. The fund is non-diversified.",Value,Medium,USD,0.88,0.53,100,0,11.19,1.22,2.64,,12,1.79,61.62,3.8,0.81,0.23,2.01,12.53,1.79,3.43,0,,,,,,,,,,13310000,3.9,"Qatar National Bank SAQ: 8.30, National Bank of Kuwait SAK: 7.33, Al Rajhi Bank: 4.97, Saudi Basic Industries Corp: 4.63, Emirates Telecommunications Group Co PJSC: 4.52, First Abu Dhabi Bank PJSC: 4.20, The National Commercial Bank: 3.54, Arab Bank: 3.49, Saudi Telecom Co: 3.00, Kuwait Finance House KSC: 2.91",-18.09,,1.59,,-8.56,,-18.13,,1.7,,-0.74,,5.18,,11.82,,11.76,,5.55,,5.29,,-16.11,,11.39,-7.65,37.1,10,6.07,,-8.44,,23.34,,9,2,1.7,,-0.9,,3.17,,0.74,,0.68,,0.56,,0.24,,0.06,,0.54,,61.02,,48.81,,35.63,,15.04,,14.45,,14.24,,0.08,,-0.03,,0.41,,0.01,,-2.17,,8.91,
GUNR,FlexShares Morningstar Global Upstream Natural Resources Index Fund,Flexshares Trust,2011/9/16,Natural Resources,"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Morningstar Global Upstream Natural Resources IndexSM. The fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the index and in ADRs and GDRs based on the securities in the index. The index reflects the performance of a selection of equity securities that are traded in or are issued by companies domiciled in global developed or emerging markets, as determined by the index provider pursuant to its index methodology. It is non-diversified.",Value,Large,USD,0.46,0.48,99.07,0,18.78,1.33,0.77,6.67,48.66,0,0,1.45,17.13,0,4.69,0,27.45,0.62,0,,,,,,,,,,2920000000,3.48,"Exxon Mobil Corp: 4.67, Chevron Corp: 4.45, Archer-Daniels Midland Co: 3.83, BHP Group Ltd: 3.77, Corteva Inc: 3.76, Nutrien Ltd: 3.47, Rio Tinto PLC: 2.83, Tyson Foods Inc Class A: 2.65, Newmont Corp: 2.56, Total SE: 2.49",-17.82,20.41,-3.6,0.47,-7.21,5.46,-11.65,22.79,-2.38,-1.54,4.59,3.2,,3.69,18.07,,-9.22,,18.45,,30.91,,-24.47,-19.13,-7.44,-7.99,-0.45,0.42,8.48,9.46,,,,,4,4,-7.7,-7.11,-3.48,-9.35,0,-0.04,1.11,1.32,1.1,1.33,0,1.28,-0.03,0.03,0.51,0.42,0,0.59,84.75,61.16,71.05,65.69,0,75.15,20.4,20.01,18.53,20.72,0,25.59,-0.09,0.05,0.27,0.31,0,0.26,-3.58,-0.95,3.04,3.06,0,2.49
GURU,Global X Guru Index ETF,Global X Funds,2012/6/4,Large Growth,"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Solactive Guru Index (""underlying index""). The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is comprised of the top U.S. listed equity positions reported on Form 13F by a select group of entities characterized as hedge funds.",Blend,Large,USD,0.75,0.39,99.81,0,23.53,3.16,1.13,6.8,2,15.69,7.05,5.44,7.61,11.89,5.6,15.54,3.45,8.25,17.47,,,,,,,,,,55960000,0.97,"Zendesk Inc: 2.48, JD.com Inc ADR: 2.37, Amicus Therapeutics Inc: 2.33, Alibaba Group Holding Ltd ADR: 2.31, Uber Technologies Inc: 2.21, Twilio Inc A: 2.20, Alexion Pharmaceuticals Inc: 2.19, Zillow Group Inc C: 2.17, Delta Air Lines Inc: 2.13, XPO Logistics Inc: 2.12",4.19,4.8,-1.9,0.31,3.86,5.11,10.7,12.42,9.88,11.46,9.8,17.05,,9.48,31.81,,-6.85,,23.81,,3.8,,-10.82,3.98,3.34,14.09,46.99,36.02,,,,,,,5,2,-1.35,-0.19,-2.98,-0.12,0,1.99,1.17,1.05,1.17,1.05,0,1.04,0.99,0.97,0.93,1.38,0,0.88,93.76,89.09,91.72,90.29,0,91.36,21.53,12.1,17.87,12.36,0,16.71,0.48,0.96,0.56,1.34,0,0.58,7.2,10.86,7.47,16.11,0,8.25
GVAL,Cambria Global Value ETF,CAMBRIA ETF TRUST,2014/3/11,Foreign Small/Mid Value,"The investment seeks income and capital appreciation. The fund is actively managed and seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its total assets in equity securities, including common stock and depositary receipts, issued by publicly listed companies in developed and emerging markets that exhibit strong value characteristics. The funds investment adviser, Cambria Investment Management, L.P. (Cambria or the Adviser), uses its own proprietary rules-based quantitative algorithm to select its holdings.",Value,Medium,USD,0.65,0.51,98.4,0,9.99,0.72,0.55,3.77,17.97,4.69,27.18,1.89,5.56,0,19.53,4.32,10.17,8.67,0,,,,,,,,,,83970000,3.31,"iShares MSCI Colombia ETF: 8.20, Enel SpA: 2.34, Iberdrola SA: 2.26, CEZ a.s: 2.23, EDP - Energias de Portugal SA: 1.99, CAP SA: 1.93, Corticeira Amorim SGPS SA: 1.86, PFNonwovens AS: 1.67, Philip Morris CR AS: 1.67, Wienerberger AG: 1.60",-32.45,5.04,-7.95,-0.84,-9.77,1.25,-28.83,3.93,-11.46,1.41,-0.64,6.95,,3.48,16.42,,-13.46,,28.75,,16.14,,-7.44,2.27,,,,,,,,,,,3,2,-10.6,2.72,-4.78,3.45,0,1.92,1.2,0.87,1.22,0.92,0,0.96,-0.8,0.17,0.11,0.63,0,0.44,87.46,84.01,85.65,90.8,0,93.18,20.84,11.96,18.7,13.04,0,19.13,-0.54,0.17,0.01,0.57,0,0.24,-10.69,1.46,-1.38,7.46,0,2.8
GVI,iShares Intermediate Government/Credit Bond ETF,iShares,2007/1/5,Intermediate-Term Bond,"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Intermediate Governmentu002FCredit Bond Index. The fund generally invests at least 90% of its assets in securities of the underlying index. The index measures the performance of U.S. dollar-denominated U.S. Treasury bonds, government-related bonds (i.e., U.S. and non-U.S. agencies, sovereign, supranational and local authority debt) and investment-grade U.S. corporate bonds that have a remaining maturity of greater than one year and less than ten years.",,,USD,0.2,0.23,0,98.68,,,,,,,,,,,,,,,,0,63.86,3.3,15.29,17.55,0,0,0,0,2290000000,1.99,"United States Treasury Notes 1.88%: 1.36, United States Treasury Notes 2.88%: 1.29, United States Treasury Notes 2.75%: 1.20, United States Treasury Notes 2.13%: 1.18, US Treasury Note 0.13%: 1.14, United States Treasury Notes 2%: 1.06, United States Treasury Notes 0.63%: 1.01, United States Treasury Notes 2.5%: 1.00",5.6,5.85,-0.27,0.06,-0.45,0.82,5.46,5.18,4.17,3.78,3.2,2.86,2.65,4.65,6.64,,0.7,,1.96,,1.89,,0.85,0.41,2.93,5.68,-1.05,-1.86,3.64,5.87,5.64,6.21,5.61,7.43,11,1,0.23,0.01,-0.03,-0.04,-0.08,-0.18,0.68,0.94,0.7,0.94,0.72,1.01,0.34,0.31,0.26,0.24,0.22,0.38,93.76,90.34,94.57,92.21,93.03,99.08,2.37,2.56,2.3,2.6,2.23,3.26,1.08,1.45,0.88,1.08,0.92,1.15,3.83,4.05,2.87,3.02,2.82,3.77
GVIP,Goldman Sachs Hedge Industry VIP ETF,Goldman Sachs,2016/11/1,Large Growth,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the Goldman Sachs Hedge Fund VIP IndexTM. The fund seeks to achieve its investment objective by investing at least 80% of its assets in securities included in its underlying index, in depositary receipts representing securities included in its underlying index and in underlying stocks in respect of depositary receipts included in its underlying index. The index is designed to deliver exposure to equity securities whose performance is expected to influence the long portfolios of hedge funds.",Growth,Large,USD,0.45,0.39,100,0,32.37,4.32,2.55,12.86,0,18.79,10.65,0,0,11.67,1.98,25.08,0,4.01,27.84,,,,,,,,,,117030000,0.16,"Pinterest Inc: 3.31, JD.com Inc ADR: 2.55, Sea Ltd ADR: 2.42, CrowdStrike Holdings Inc Class A: 2.38, Alibaba Group Holding Ltd ADR: 2.33, Salesforce.com Inc: 2.33, Tesla Inc: 2.29, ServiceNow Inc: 2.22, Danaher Corp: 2.18, Alexion Pharmaceuticals Inc: 2.17",19,4.8,-2.94,0.31,6.68,5.11,31.19,12.42,13.29,11.46,,17.05,,9.48,30.04,,-6.66,,25.56,,,,,,,,,,,,,,,,2,1,1.81,-0.19,0,-0.12,0,1.99,1.17,1.05,0,1.05,0,1.04,1.25,0.97,0,1.38,0,0.88,90.81,89.09,0,90.29,0,91.36,21.93,12.1,0,12.36,0,16.71,0.61,0.96,0,1.34,0,0.58,10.12,10.86,0,16.11,0,8.25
GWX,SPDR S&P International Small Cap ETF,SPDR State Street Global Advisors,2007/4/20,Foreign Small/Mid Blend,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Developed Ex-U.S. under USD2 Billion Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded small-cap companies, as defined by the index, domiciled in developed countries outside the United States.",Blend,Small,USD,0.4,0.34,98.84,0,14.19,1.06,0.57,6.39,10.37,14.77,9.25,9.11,5.33,10,1.58,4.03,1.93,20.3,13.32,,,,,,,,,,668740000,3.42,"Iwatani Corp: 0.32, Shimachu Co Ltd: 0.30, William Hill PLC: 0.23, Pets at Home Group PLC: 0.21, Kanematsu Corp: 0.20, Nova Measuring Instruments Ltd: 0.20, Premier Investment Co: 0.20, Shochiku Co Ltd: 0.19, NIPPON REIT Investment Corp: 0.18, Toagosei Co Ltd: 0.18",-6.38,5.37,-2.9,2.55,3.95,8.24,-0.22,11.56,-1.96,4.13,4.25,9.44,4.57,,18.59,,-19.11,,28.33,,7.24,,5.67,5.29,-6.06,-5.47,21.82,23.45,15.77,15.62,-15.59,-18.6,24.46,21.29,8,4,-1.29,3.94,-0.11,3.64,1.32,,1.11,0.88,1.09,0.93,0.99,,-0.02,0.4,0.46,0.84,0.48,,90.58,82.36,90.34,87.48,88.77,,18.94,12.4,16.32,14.16,15.54,,-0.09,0.38,0.26,0.7,0.33,,-3.22,4.57,2.76,10.06,4.05,
GXC,SPDR S&P China ETF,SPDR State Street Global Advisors,2007/3/19,China Region,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the S&P China BMI Index. The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a market capitalization weighted index designed to define and measure the investable universe of publicly traded companies domiciled in China available to foreign investors.",Growth,Large,USD,0.59,0.68,99.59,0,16.15,1.92,1.23,12.89,2.51,32.58,13,4.4,6.62,5.9,1.32,19.62,1.71,5.6,6.74,,,,,,,,,,1600000000,1.13,"Alibaba Group Holding Ltd ADR: 17.04, Tencent Holdings Ltd: 13.32, Meituan: 4.63, JD.com Inc ADR: 2.32, China Construction Bank Corp Class H: 2.01, Ping An Insurance (Group) Co. of China Ltd Class H: 1.77, Industrial And Commercial Bank Of China Ltd Class H: 1.34, Baidu Inc ADR: 1.22, Xiaomi Corp Ordinary Shares - Class B: 1.19, NetEase Inc ADR: 1.08",21.4,0.14,4.33,-0.7,7.81,5.47,33.96,-0.77,7.46,2.46,12.26,4.58,6.61,6.2,21.46,,-18.67,,50.51,,0.64,,-4.56,-0.35,5.04,7.41,9.33,11.47,19.42,19.14,-17.17,-24.28,6.69,9.54,8,4,8.05,5.99,7.89,1.93,3.78,5.72,0.98,1.26,1.04,1.12,1.07,1.09,0.77,0.42,1.11,0.58,0.71,0.79,59.14,49.26,59.91,47.96,59.78,65.97,20.75,23.1,19.14,22.39,20.48,25.87,0.37,0.21,0.63,0.31,0.39,0.34,5.84,1.99,10.44,4.1,5.61,4.96
GXF,Global X FTSE Nordic Region ETF,Global X Funds,2009/8/17,Miscellaneous Region,"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the FTSE Nordic 30 Index. The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. The underlying index is designed to reflect the equity market performance of companies in Sweden, Denmark, Norway and Finland. The fund is non-diversified.",Blend,Large,USD,0.56,0.53,100,0,23.28,2.7,2.28,15.52,0,2.1,18.42,0,4.46,21.11,5.62,2.87,5.01,29.91,10.5,,,,,,,,,,23610000,0.61,"Novo Nordisk A/S B: 15.42, Telefonaktiebolaget L M Ericsson Class B: 4.97, Vestas Wind Systems A/S: 4.96, DSV Panalpina AS: 4.85, KONE Oyj Class B: 4.64, Orsted A/S: 4.45, Volvo AB B: 4.34, Atlas Copco AB A: 4.13, Investor AB B: 4.05, Nordea Bank Abp: 3.61",7.3,,-4.85,,-0.22,,13.8,,2.72,,4.45,,5.03,,14.55,,-10.48,,23.68,,-8.28,,-0.16,,-4.64,-7.65,28.18,10,25.99,,-18.24,,23.88,,5,5,2.8,,0.53,,1.77,,0.92,,0.91,,1.05,,0.33,,0.45,,0.54,,83.08,,78.58,,81.96,,16.29,,14.52,,17.07,,0.15,,0.29,,0.34,,1.22,,3.56,,4.28,
GXG,Global X MSCI Colombia ETF,Global X Funds,2009/2/5,Miscellaneous Region,"The investment seeks to provide investment results that correspond generally to the price and yield performance, before fees and expenses, of the MSCI All Colombia Select 25u002F50 Index. The fund invests at least 80% of its total assets in the securities of the underlying index and in American Depositary Receipts (""ADRs"") and Global Depositary Receipts (""GDRs"") based on the securities in the underlying index. It also invests at least 80% of its total assets in securities of companies that are economically tied to Colombia. The underlying index is designed to represent the performance of the broad Colombia equity universe. The fund is non-diversified.",Value,Large,USD,0.62,0.53,99.65,0,11.95,0.95,1.01,4.92,11.34,0,42.47,0,4.77,0,22.37,0,14.36,4.69,0,,,,,,,,,,34170000,4.49,"BanColombia SA ADR: 13.72, Interconexion Electrica SA ESP: 11.24, Ecopetrol SA ADR: 10.83, BanColombia SA: 7.36, Grupo Nutresa SA: 4.75, Grupo Energia Bogota SA ESP: 4.62, Corporacion Financiera Colombiana SA: 4.37, Cementos Argos S.A.: 4.32, Banco Davivienda SA Participating Preferred: 4.25, Celsia SA Esp: 4.10",-40.32,,-1.69,,-3.72,,-37.13,,-12.7,,-5.54,,-10.78,,30.12,,-19.26,,12.35,,23.64,,-41.27,,-26.46,-7.65,-14.42,10,25.47,,-14.77,,49.88,,5,5,-8.64,,-8.76,,-13.02,,1.72,,1.56,,1.21,,-0.65,,-0.11,,-0.64,,81.76,,62.34,,48.2,,30.89,,28.16,,25.8,,-0.3,,-0.09,,-0.32,,-8.19,,-4.29,,-9.34,
GYLD,Arrow Dow Jones Global Yield ETF,ArrowShares,2012/5/8,World Allocation,"The investment seeks investment results that generally correspond, before fees and expenses, to the price and yield performance of the Dow Jones Global Composite Yield Index (the ""underlying index""). The fund uses a ""passive"" or ""indexing"" investment approach to seek to track the price and yield performance of the underlying index. It invests at least 80% of its total assets in the component securities of the underlying index (or depositary receipts representing those securities). The underlying index seeks to identify the 150 highest yielding investable securities in the world within three ""asset classes.""",Value,Small,USD,0.75,0.58,59.21,39.09,8.93,0.67,0.45,3.38,8.24,1.25,7.04,35.35,0,0,2.43,4.33,37.9,3.45,0,,,,,,,,,,32460000,9.77,"Mexico (United Mexican States) 4.15%: 1.23, Front Yard Residential Corp: 1.04, Republic of Panama 8.88%: 1.04, Turkey (Republic of) 6%: 0.99, DCP Midstream LP: 0.95, Crestwood Equity Partners LP: 0.92, Indonesia (Republic of) 4.2%: 0.91, Republic of South Africa 6.25%: 0.90, Israel (State Of) 4.5%: 0.88, EnLink Midstream LLC: 0.85",-26.92,10.12,-0.69,0.44,-3.24,2.58,-24.92,9.72,-8.59,0.2,-4.59,0.6,,,14.6,,-9.35,,5.85,,13.86,,-21.29,-8.19,-1.12,1.72,8.03,5.76,,,,,,,4,3,-15.84,-5.19,-14.94,-4.2,0,,1.85,1.09,1.89,0.57,0,,-0.53,0.05,-0.21,0.06,0,,79.05,64.48,76.85,70.06,0,,21.99,9.2,18.94,4.94,0,,-0.36,0.12,-0.2,0.13,0,,-5.52,1.44,-2.95,0.88,0,
HACK,ETFMG Prime Cyber Security ETF,ETFMG,2014/11/11,Technology,"The investment seeks investment results that, before fees and expenses, correspond generally to the price and yield performance of the Prime Cyber Defense Index. The fund invests at least 80% of its total assets in the component securities of the index and in ADRs and GDRs based on the component securities in the index. The index tracks the performance of the exchange-listed equity securities of companies across the globe that (i) engage in providing cybersecurity applications or services as a vital component of its overall business or (ii) provide hardware or software for cybersecurity activities as a vital component of its overall business.",Growth,Medium,USD,0.6,0.53,100,0,29.54,4.21,3.17,18.04,0,0,0,0,0,0,0,0,0,6.01,93.99,,,,,,,,,,1490000000,1.42,"Cloudflare Inc: 4.02, ETFMG Sit Ultra Short ETF: 3.24, LiveRamp Holdings Inc: 3.24, Cisco Systems Inc: 3.11, Splunk Inc: 3.06, SailPoint Technologies Holdings Inc: 2.81, FireEye Inc: 2.76, Palo Alto Networks Inc: 2.68, SolarWinds Corp Ordinary Shares: 2.61, NortonLifeLock Inc: 2.54",10.53,11.18,-3.2,-2.88,-6.92,3.1,17.54,10.77,14.44,13.17,11.71,14.36,,8.68,23.17,,7.06,,19.61,,3.23,,-1.67,4.5,,,,,,,,,,,4,1,9.08,9.46,3.89,5.86,0,5.19,0.94,1.1,1.02,1.05,0,1.04,1.3,1.13,1.07,1.22,0,0.88,61,63.2,59.09,62.13,0,72.67,20.35,15.69,18.71,15.41,0,20.82,0.69,0.86,0.62,0.95,0,0.48,13.71,11.9,10.36,13.74,0,7.7
HAIL,SPDR S&P Kensho Smart Mobility ETF,SPDR State Street Global Advisors,2017/12/18,Mid-Cap Growth,"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of the S&P Kensho Smart Transportation Index. Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is comprised of U.S.-listed equity securities (including depositary receipts) of companies domiciled across developed and emerging markets worldwide which are included in the Smart Transportation sector as determined by a classification standard produced by the index provider. The fund is non-diversified.",Blend,Medium,USD,0.45,0.46,99.86,0,24.34,2.06,0.8,5.99,1.62,49.28,0.89,0,0,0,0,4.64,0,15.88,27.68,,,,,,,,,,26640000,1.16,"NIO Inc ADR: 9.57, Plug Power Inc: 4.87, Tesla Inc: 3.73, Workhorse Group Inc: 3.48, BorgWarner Inc: 3.30, Yandex NV Shs Class-A-: 2.69, Cummins Inc: 2.46, Avis Budget Group Inc: 2.45, General Motors Co: 2.37, Visteon Corp: 2.32",29.39,5.46,2.78,-0.15,17.83,4.19,43.49,8.54,,7.82,,14.29,,8.16,30.34,,-19.46,,,,,,,,,,,,,,,,,,1,1,0,-2.52,0,-2.27,0,0.64,0,0.96,0,1.04,0,1.1,0,0.69,0,1.19,0,0.8,0,74.68,0,79.23,0,84.56,0,12.1,0,13.05,0,18.24,0,0.68,0,1.09,0,0.48,0,8.14,0,13.68,0,6.64
HAO,Invesco China Small Cap ETF,Invesco,2008/1/30,China Region,"The investment seeks to track the investment results (before fees and expenses) of the AlphaShares China Small Cap Index (the ""underlying index""). The fund generally will invest at least 90% of its total assets in the securities (including American depositary receipts (""ADRs"") and global depositary receipts (""GDRs"")) that comprise the underlying index. The underlying index is comprised of equity securities of publicly-traded mainland China companies of small capitalization. The fund is non-diversified.",Value,Medium,USD,0.75,0.68,99.27,0,8.55,0.91,0.51,4.85,8.78,10.53,9.27,17.91,7.33,9.66,3.39,5.55,2.86,17.95,6.77,,,,,,,,,,49130000,2.96,"Huaneng Renewables Corp Ltd Class H: 1.01, Logan Property Holdings Co Ltd: 0.98, 51job Inc ADR: 0.96, Zai Lab Ltd ADR Repr 1 Shs: 0.96, Zhongsheng Group Holdings Ltd: 0.95, China Aoyuan Group Ltd: 0.89, Bilibili Inc ADR: 0.88, Seazen Group Ltd: 0.88, China Communications Services Corp Ltd Class H: 0.83, Greentown China Holdings Ltd: 0.80",-8.57,0.14,-8.57,-0.7,-3.68,5.47,-3.61,-0.77,3.34,2.46,1.87,4.58,2.41,6.2,14.73,,-19.56,,36.48,,-4.24,,-2.01,-0.35,0.39,7.41,15.02,11.47,21.99,19.14,-33.42,-24.28,15.37,9.54,7,4,-4.7,5.99,-2.6,1.93,-2.12,5.72,1.28,1.26,1.33,1.12,1.16,1.09,0.42,0.42,0.38,0.58,0.41,0.79,66.96,49.26,52.52,47.96,55.33,65.97,18.04,23.1,23.18,22.39,22.57,25.87,0.18,0.21,0.15,0.31,0.19,0.34,1.38,1.99,0.61,4.1,1.52,4.96
HAP,VanEck Vectors Natural Resources ETF,VanEck,2008/8/29,Natural Resources,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the VanEck Natural Resources Index. The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of publicly traded companies engaged (derive greater than 50% of revenues from applicable sources) in the production and distribution of commodities and commodity-related products and services in the following sectors: 1) Agriculture; 2) Alternatives (Water & Alternative Energy); 3) Base and Industrial Metals; 4) Energy; 5) Forest Products; and 6) Precious Metals.",Value,Large,USD,0.5,0.48,99.75,0,18.44,1.4,0.7,6.45,32.62,4.09,0,0.6,15.62,0,4.16,0,25.3,16.81,0.79,,,,,,,,,,42950000,3.14,"Deere & Co: 10.26, Archer-Daniels Midland Co: 3.73, Nutrien Ltd: 3.36, Kubota Corp: 2.93, Exxon Mobil Corp: 2.74, Chevron Corp: 2.65, Tyson Foods Inc Class A: 2.44, Tractor Supply Co: 2.24, BHP Group Ltd: 2.08, FMC Corp: 1.93",-14.68,20.41,-2.28,0.47,-0.08,5.46,-8.5,22.79,-1.47,-1.54,4.17,3.2,0.99,3.69,18.34,,-10.67,,17.18,,24.93,,-19.4,-19.13,-7.7,-7.99,6.59,0.42,9.01,9.46,-11.37,-21.15,16.59,20.78,7,4,-6.96,-7.11,-4.03,-9.35,-7.28,-0.04,1.16,1.32,1.12,1.33,1.17,1.28,0.06,0.03,0.48,0.42,0.22,0.59,90.34,61.16,80.58,65.69,81.13,75.15,20.62,20.01,17.62,20.72,17.84,25.59,-0.04,0.05,0.26,0.31,0.11,0.26,-2.64,-0.95,2.72,3.06,0.37,2.49
